Date,Close,LNReg,NLNReg,LSTM,Arima,Prophet
8/19/2022,494,480.53397,472.126714,488.64594,479,463.7707072
8/22/2022,495,480.701497,471.883245,486.88513,479,463.7449074
8/23/2022,493,480.869023,471.638823,486.12662,479,463.5348401
8/24/2022,496,481.036549,471.393461,484.86948,479,464.0166705
8/25/2022,494,481.204076,471.147177,486.17377,479,464.2976323
8/26/2022,497.5,481.371602,470.899984,485.9285,479,464.0460419
8/30/2022,510,481.539128,470.651898,487.6173,479,464.4969663
8/31/2022,507,481.706655,470.402933,496.17072,479,464.4387807
9/1/2022,501,481.874181,470.153106,498.44794,479,464.3279868
9/2/2022,498.5,482.041707,469.902431,494.13013,479,464.0060217
9/5/2022,501,482.209234,469.650922,489.80133,479,464.3524952
9/6/2022,497,482.37676,469.398596,489.96133,479,464.4785318
9/7/2022,503,482.544286,469.145466,488.62405,479,464.0566894
9/8/2022,499,482.711813,468.891548,491.56976,479,464.3265251
9/9/2022,508,482.879339,468.636857,491.00894,479,464.0810471
9/12/2022,497,483.046866,468.381407,495.57214,479,463.781428
9/13/2022,495.5,483.214392,468.125213,491.40286,479,463.273708
9/14/2022,490,483.381918,467.86829,487.31656,479,463.441933
9/15/2022,491.5,483.549445,467.610653,482.6976,479,463.4014045
9/16/2022,495,483.716971,467.352315,482.0403,479,462.8285133
9/20/2022,490,483.884497,467.093293,484.84534,479,462.9662343
9/21/2022,501,484.052024,466.833601,483.4936,479,462.6105172
9/22/2022,495,484.21955,466.573252,488.78583,479,462.2249543
9/23/2022,498,484.387076,466.312263,488.22476,479,461.6574518
9/26/2022,486,484.554603,466.050646,488.56424,479,461.7933518
9/27/2022,487.5,484.722129,465.788417,481.57953,479,461.7486794
9/28/2022,484,484.889656,465.52559,478.616,479,461.1999902
9/29/2022,474.5,485.057182,465.262179,476.43045,479,461.3898898
9/30/2022,472,485.224708,464.998198,470.2496,479,461.1134647
10/3/2022,464,485.392235,464.733663,465.814,479,460.8329981
10/4/2022,463,485.559761,464.468586,459.967,479,460.3947007
10/5/2022,460,485.727287,464.202983,457.06323,479,460.681898
10/6/2022,456,485.894814,463.936867,454.9469,479,460.8083488
10/7/2022,460,486.06234,463.670253,452.0049,479,460.4481662
10/10/2022,458.5,486.229866,463.403154,453.08508,479,460.841412
10/11/2022,441,486.397393,463.135584,453.4268,479,460.7806008
10/12/2022,444,486.564919,462.867557,443.06094,479,460.7254862
10/13/2022,443.5,486.732445,462.599088,438.5307,479,460.5198562
10/14/2022,450,486.899972,462.33019,437.92996,479,461.0447784
10/17/2022,448.5,487.067498,462.060876,442.4321,479,461.4119683
10/18/2022,447.5,487.235025,461.791161,444.27753,479,461.2937512
10/19/2022,441.5,487.402551,461.521058,443.6158,479,461.9286866
10/20/2022,445.5,487.570077,461.250581,439.18866,479,462.108092
10/21/2022,432.5,487.737604,460.979743,438.97995,479,462.2908383
10/24/2022,422.5,487.90513,460.708557,432.3129,479,462.3201441
10/25/2022,426.5,488.072656,460.437038,422.58398,479,463.0768088
10/26/2022,420,488.240183,460.165198,420.51117,479,463.6725609
10/27/2022,426,488.407709,459.893051,417.9058,479,463.7799899
10/28/2022,426,488.575235,459.620611,420.25595,479,464.6381357
10/31/2022,429.5,488.742762,459.347889,422.3163,479,465.0389703
11/1/2022,427.5,488.910288,459.0749,424.9727,479,465.4421477
11/2/2022,425,489.077815,458.801657,424.86105,479,465.6917494
11/3/2022,426,489.245341,458.528171,422.63055,479,466.6694693
11/4/2022,414.5,489.412867,458.254458,421.79913,479,467.4879129
11/7/2022,404,489.580394,457.980529,415.20685,479,467.820483
11/8/2022,408,489.74792,457.706397,405.3371,479,468.9069267
11/9/2022,404,489.915446,457.432074,402.9909,479,469.5397786
11/10/2022,400.5,490.082973,457.157575,401.75992,479,470.1790789
11/11/2022,405,490.250499,456.882911,399.59918,479,470.6690927
11/14/2022,397,490.418025,456.608095,401.06055,479,471.8914767
11/15/2022,392,490.585552,456.333139,398.00638,479,472.9585665
11/16/2022,396,490.753078,456.058056,392.82428,479,473.5432593
11/17/2022,403.5,490.920605,455.782858,392.45566,479,474.8845633
11/18/2022,406,491.088131,455.507557,397.7818,479,475.7740517
11/21/2022,414,491.255657,455.232166,402.6819,479,476.6705967
11/22/2022,408.5,491.423184,454.956698,408.9333,479,477.4171112
11/23/2022,406,491.59071,454.681163,408.4137,479,478.8937409
11/24/2022,403,491.758236,454.405574,405.0229,479,480.2111814
11/25/2022,410,491.925763,454.129943,401.25198,479,481.0405927
11/28/2022,422,492.093289,453.854282,403.67007,479,482.6191815
11/29/2022,429,492.260815,453.578603,413.07123,479,483.736688
11/30/2022,432,492.428342,453.302918,422.3852,479,484.8501518
12/1/2022,439.5,492.595868,453.027237,427.4759,479,485.8006827
12/2/2022,442,492.763394,452.751574,432.61188,479,487.4666805
12/5/2022,459,492.930921,452.475938,435.8971,479,488.9571747
12/6/2022,448,493.098447,452.200343,446.636,479,489.9417581
12/7/2022,449,493.265974,451.924798,445.67032,479,491.6561839
12/8/2022,455,493.4335,451.649317,443.21362,479,492.8888628
12/9/2022,456,493.601026,451.373909,445.55276,479,494.0956337
12/12/2022,452,493.768553,451.098586,448.19897,479,495.1165373
12/13/2022,459.5,493.936079,450.823359,446.94815,479,496.8290322
12/14/2022,451.5,494.103605,450.548239,450.11166,479,498.3413301
12/15/2022,446,494.271132,450.273237,447.61957,479,499.3223213
12/16/2022,447.5,494.438658,449.998364,442.31287,479,501.0071625
12/19/2022,453,494.606184,449.723631,440.72174,479,502.1837638
12/20/2022,445.5,494.773711,449.449048,444.36252,479,503.3075503
12/21/2022,447,494.941237,449.174627,442.55798,479,504.2182266
12/22/2022,443,495.108764,448.900377,441.54803,479,505.792987
12/23/2022,443,495.27629,448.62631,439.0488,479,505.792987
